token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
1962,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Wilt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,3
Wilt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,1962,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Chamberlain,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,10
Chamberlain,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,Wilt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,100,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,10
100,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,Chamberlain,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,sayý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,11
sayý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,100,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,11
ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,sayý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,NBA,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
NBA,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,rekorunu,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,7
rekorunu,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,NBA,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,kýrdý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,9
kýrdý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,rekorunu,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,P4K2xYxTsy,1,0,0.4,10,8.0,0.0,2.0,0.2,0.0,0.0,9
P4K2xYxTsy,1,0,0.4,10,8.0,0.0,2.0,0.2,0.0,0.0,kýrdý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.13557675803372915,5,1.4967564353738936,2.1924336447522657,0.34189958282286365,0.09684469739289658,0.000890898892903834,0.00010373931385226173,11
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13261095315945023,5,1.4311316626896458,2.184702222481756,0.33390435824987025,0.10199947877501575,0.0010280306596363,0.00012122500715514401,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1974,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,11
1974,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,TRT,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,11
TRT,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,1974,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Televizyonu,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,7
Televizyonu,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,TRT,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,çarþamba,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,7
çarþamba,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Televizyonu,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,hariç,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,3
hariç,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,çarþamba,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,haftanýn,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,11
haftanýn,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,hariç,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,her,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,3
her,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,haftanýn,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,günü,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,11
günü,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,her,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,yayýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
yayýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,günü,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,yapmaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
yapmaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,yayýn,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,yapmaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1355860428411551,5,1.496858938896382,2.1925837908723005,0.3419229973950334,0.09685132968281529,0.0008909599050181267,0.00010373931385226172,9
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13262003485737922,5,1.4312296719803383,2.1848518391248515,0.3339272252789245,0.10200646408379366,0.001028101063050876,0.00012122500715514402,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1995,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1995,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Yahoo,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,3
Yahoo,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,1995,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,kuruldu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
kuruldu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Yahoo,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,XgRob0bvPm,1,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0,9
XgRob0bvPm,1,0,0.3,10,8.0,1.0,1.0,0.1,0.0,0.0,kuruldu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.13559532828443968,5,1.496961449438698,2.192733947274908,0.34194641357072136,0.0968579624269382,0.0008910209213107591,0.0001037393138522617,11
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13262911717725714,5,1.431327687983076,2.1850014660142585,0.33395009387399904,0.10201344987095184,0.0010281714712869429,0.00012122500715514402,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1969,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1969,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Concorde,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,3
Concorde,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,1969,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Concorde,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,test,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,11
test,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,uçuþunu,0,0,0.0,7,0.75,4.0,0.0,0.0,0.0,0.0,9
uçuþunu,0,0,0.0,7,0.75,4.0,0.0,0.0,0.0,0.0,test,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,yaptý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,9
yaptý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,uçuþunu,0,0,0.0,7,0.75,4.0,0.0,0.0,0.0,0.0,bNoLaxL1u3,0,0,0.3,10,1.6666666666666667,3.0,2.0,0.2,0.0,0.0,9
bNoLaxL1u3,0,0,0.3,10,1.6666666666666667,3.0,2.0,0.2,0.0,0.0,yaptý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.1356046143636264,5,1.4970639670013222,2.1928841139607917,0.3419698313500372,0.09686459562529645,0.0008910819417820171,0.00010373931385226173,11
01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13263820011912655,5,1.4314257106983195,2.1851511031506794,0.3339729640352012,0.10202043613652308,0.0010282418843448314,0.00012122500715514402,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1912,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1912,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Albert,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,3
Albert,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,1912,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Berry,1,0,0.2,5,4.0,1.0,0.0,0.0,0.0,0.0,10
Berry,1,0,0.2,5,4.0,1.0,0.0,0.0,0.0,0.0,Albert,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,10
bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Berry,1,0,0.2,5,4.0,1.0,0.0,0.0,0.0,0.0,paraþüt,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
paraþüt,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,11
ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,paraþüt,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,uçaktan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
uçaktan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,atlayan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
atlayan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,uçaktan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,9
ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,atlayan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kiþi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,9
kiþi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,oldu,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,9
oldu,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,kiþi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,E8DgXUxQk9,1,0,0.5,10,3.0,2.0,2.0,0.2,0.0,0.0,9
E8DgXUxQk9,1,0,0.5,10,3.0,2.0,2.0,0.2,0.0,0.0,oldu,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.13561390107875881,5,1.4971664915847351,2.1930342909306564,0.3419932507330909,0.09687122927792109,0.0008911429664321871,0.00010373931385226172,11
01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13264728368303008,5,1.431523740126528,2.185300750534815,0.33399583576263825,0.10202742288054009,0.0010283123022248714,0.00012122500715514402,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1896,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,11
1896,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Henri,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Henri,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1896,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Becquerel,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,11
Becquerel,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Henri,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,radyoaktiviteyi,0,0,0.0,15,1.1428571428571428,7.0,0.0,0.0,0.0,0.0,11
radyoaktiviteyi,0,0,0.0,15,1.1428571428571428,7.0,0.0,0.0,0.0,0.0,Becquerel,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,keþfetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,11
keþfetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,radyoaktiviteyi,0,0,0.0,15,1.1428571428571428,7.0,0.0,0.0,0.0,0.0,,0,0,0.1356231884298805,5,1.4972690231894183,2.1931844781852057,0.34201667171999217,0.09687786338484329,0.0008912039952615553,0.0001037393138522617,11
01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.1326563678690103,5,1.4316217762681611,2.185450408167368,0.33401870905641734,0.10203441010303568,0.0010283827249273933,0.00012122500715514402,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,01,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1872,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,11
1872,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Dünyanýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,3
Dünyanýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,1872,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,8
ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Dünyanýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,ulusal,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
ulusal,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,parký,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,5
parký,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,ulusal,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,olan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,5
olan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,parký,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Yellowstone,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,11
Yellowstone,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,olan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,Ulusal,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,8
Ulusal,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Yellowstone,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,Parký,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,8
Parký,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ulusal,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,8
açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Parký,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,66rKNUMxqz,0,0,0.4,10,7.0,1.0,2.0,0.2,0.0,0.0,11
66rKNUMxqz,0,0,0.4,10,7.0,1.0,2.0,0.2,0.0,0.0,açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.135632476417035,5,1.4973715618158523,2.1933346757251444,0.34204009431085103,0.09688449794609415,0.0008912650282704076,0.00010373931385226173,11
28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.1326654526771098,5,1.4317198191236786,2.185600076049039,0.33404158391664585,0.10204139780404259,0.0010284531524527274,0.00012122500715514402,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1856,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,11
1856,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Islahat,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Islahat,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,1856,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Fermaný,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Fermaný,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Islahat,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ilan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,9
ilan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,Fermaný,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,edildi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
edildi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ilan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.13564176504026584,5,1.4974741074645181,2.193484883551177,0.3420635185057771,0.09689113296170475,0.0008913260654590304,0.00010373931385226172,9
28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.1326745381073712,5,1.4318178686935406,2.1857497541805313,0.334064460343431,0.10204838598359361,0.0010285235848012037,0.00012122500715514402,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1937,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,11
1937,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Meteoroloji,1,0,0.09090909090909091,11,0.8333333333333334,6.0,0.0,0.0,0.0,0.0,11
Meteoroloji,1,0,0.09090909090909091,11,0.8333333333333334,6.0,0.0,0.0,0.0,0.0,1937,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Genel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,7
Genel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Meteoroloji,1,0,0.09090909090909091,11,0.8333333333333334,6.0,0.0,0.0,0.0,0.0,Müdürlüðü,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Müdürlüðü,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Genel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,kuruldu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
kuruldu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Müdürlüðü,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,1CkYZqVkBQ,0,0,0.6,10,9.0,0.0,1.0,0.1,0.0,0.0,11
1CkYZqVkBQ,0,0,0.6,10,9.0,0.0,1.0,0.1,0.0,0.0,kuruldu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.13565105429961666,5,1.4975766601358962,2.1936351016640074,0.3420869443048804,0.09689776843170622,0.00089138710682771,0.0001037393138522617,11
28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13268362415983714,5,1.4319159249782067,2.185899442562546,0.33408733833688004,0.10205537464172151,0.001028594021973153,0.00012122500715514404,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1935,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1935,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Wallace,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
Wallace,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,1935,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Carothers,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,10
Carothers,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,Wallace,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,naylonu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
naylonu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Carothers,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,keþfetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,10
keþfetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,naylonu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.13566034419513093,5,1.497679219830468,2.1937853300643404,0.34211037170827063,0.09690440435612971,0.0008914481523767324,0.00010373931385226173,9
28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.13269271083455017,5,1.4320139879781366,2.186049141195786,0.3341102178971003,0.10206236377845908,0.001028664463968905,0.00012122500715514404,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11
02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,28,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1940,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,11
1940,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,02,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,11
Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,1940,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,kez,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
kez,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,kez,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,basketbol,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,11
basketbol,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,maçý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,11
maçý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,basketbol,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,maçý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,televizyondan,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,11
